,drg_definition,provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zip_code,hospital_referral_region_hrr_description,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,average_consumer_payments,State,govenors_party_in_2017,state_party,total_covered_charges,total_payments,total_medicare_payments,total_consumer_payments,per capita average covered charges,per capita average total payments,per capita average medicare payments,per capita average consumer payments,per capita average covered - per capita average total payments
60882,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,IA - Davenport,13,57014.85,21055.69,18331.0,2724.6899999999987,Illinois,R,IL- R,741193.0499999999,273723.97,238303.0,35420.96999999999,57014.84999999999,21055.69,18331.0,2724.689999999999,35959.159999999996
61064,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,11,153037.36,36044.55,32268.73,3775.8200000000033,Illinois,R,IL- R,1683410.96,396490.05000000005,354956.02999999997,41534.02000000003,153037.36,36044.55,32268.729999999996,3775.820000000003,116992.81
61065,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,IL - Chicago,55,122203.6,27497.55,22961.27,4536.279999999999,Illinois,R,IL- R,6721198.0,1512365.25,1262869.85,249495.39999999994,122203.6,27497.55,22961.27,4536.279999999999,94706.05
61278,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,IL - Hinsdale,15,72804.6,19061.67,18181.4,880.2699999999968,Illinois,R,IL- R,1092069.0,285925.05,272721.0,13204.049999999952,72804.6,19061.67,18181.4,880.2699999999968,53742.93
61447,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60194,IL - Elgin,14,83177.29,21993.14,21057.14,936.0,Illinois,R,IL- R,1164482.0599999998,307903.95999999996,294799.95999999996,13104.0,83177.29,21993.139999999996,21057.139999999996,936.0,61184.14999999999
62252,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,46545,IN - South Bend,20,80072.4,23631.9,19249.05,4382.850000000002,Indiana,R,IN- R,1601448.0,472638.0,384981.0,87657.00000000004,80072.4,23631.9,19249.05,4382.850000000002,56440.5
62253,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,46545,IN - South Bend,29,77101.83,17073.21,14913.31,2159.8999999999996,Indiana,R,IN- R,2235953.07,495123.08999999997,432485.99,62637.09999999999,77101.82999999999,17073.21,14913.31,2159.8999999999996,60028.62
62552,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150018,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,IN,46514,IN - South Bend,13,86700.23,21010.69,19787.85,1222.8400000000001,Indiana,R,IN- R,1127102.99,273138.97,257242.05,15896.920000000002,86700.23,21010.69,19787.85,1222.8400000000001,65689.54000000001
62553,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150018,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,IN,46514,IN - South Bend,17,72699.06,16679.88,15598.94,1080.9400000000005,Indiana,R,IN- R,1235884.02,283557.96,265181.98,18375.98000000001,72699.06,16679.88,15598.939999999999,1080.9400000000005,56019.18
62857,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,47804,IN - Terre Haute,13,93910.69,21871.62,20698.15,1173.4699999999975,Indiana,R,IN- R,1220838.97,284331.06,269075.95,15255.109999999968,93910.69,21871.62,20698.15,1173.4699999999975,72039.06999999999
62858,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,47804,IN - Terre Haute,17,93339.53,20836.47,15842.12,4994.35,Indiana,R,IN- R,1586772.01,354219.99,269316.04000000004,84903.95000000001,93339.53,20836.47,15842.120000000003,4994.35,72503.06
63178,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,IN,46383,IN - Gary,13,157587.38,19755.92,19152.85,603.0699999999997,Indiana,R,IN- R,2048635.94,256826.95999999996,248987.05,7839.909999999996,157587.38,19755.92,19152.85,603.0699999999997,137831.46
63179,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,IN,46383,IN - Gary,18,160403.22,16528.44,15150.28,1378.159999999998,Indiana,R,IN- R,2887257.96,297511.92,272705.04000000004,24806.879999999965,160403.22,16528.44,15150.280000000002,1378.159999999998,143874.78
63600,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150048,REID HEALTH,1100 REID PKWY,RICHMOND,IN,47374,IN - Indianapolis,20,63103.8,24161.3,23111.5,1049.7999999999993,Indiana,R,IN- R,1262076.0,483226.0,462230.0,20995.999999999985,63103.8,24161.3,23111.5,1049.7999999999993,38942.5
63889,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,IN - Indianapolis,88,151944.69,28282.12,26110.66,2171.459999999999,Indiana,R,IN- R,13371132.72,2488826.56,2297738.08,191088.47999999992,151944.69,28282.12,26110.66,2171.459999999999,123662.57
63890,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,IN - Indianapolis,28,124488.75,24298.75,20989.39,3309.3600000000006,Indiana,R,IN- R,3485685.0,680365.0,587702.9199999999,92662.08000000002,124488.75,24298.75,20989.389999999996,3309.3600000000006,100190.0
63994,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,IN,46158,IN - Indianapolis,28,88480.54,22068.32,18639.5,3428.8199999999997,Indiana,R,IN- R,2477455.1199999996,617912.96,521906.0,96006.95999999999,88480.54,22068.32,18639.5,3428.8199999999997,66412.21999999999
63995,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,IN,46158,IN - Indianapolis,51,72066.61,17424.43,14373.31,3051.120000000001,Indiana,R,IN- R,3675397.11,888645.93,733038.8099999999,155607.12000000005,72066.61,17424.43,14373.31,3051.1200000000013,54642.17999999999
64114,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,IN,46060,IN - Indianapolis,12,75312.92,21118.25,20240.92,877.3300000000017,Indiana,R,IN- R,903755.04,253419.0,242891.03999999998,10527.960000000021,75312.92,21118.25,20240.92,877.3300000000017,54194.670000000006
64291,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,IN - Indianapolis,11,118550.64,34113.0,16475.64,17637.36,Indiana,R,IN- R,1304057.04,375243.0,181232.03999999998,194010.96000000002,118550.64,34113.0,16475.64,17637.36,84437.64
64480,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,47747,IN - Evansville,26,64520.12,20523.31,17925.42,2597.890000000003,Indiana,R,IN- R,1677523.12,533606.06,466060.9199999999,67545.14000000007,64520.12,20523.31,17925.42,2597.8900000000026,43996.810000000005
64481,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,47747,IN - Evansville,20,47242.5,15940.95,14788.85,1152.1000000000004,Indiana,R,IN- R,944850.0,318819.0,295777.0,23042.000000000007,47242.5,15940.95,14788.85,1152.1000000000004,31301.55
64688,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,46260,IN - Indianapolis,11,125712.82,32124.18,30864.0,1260.1800000000003,Indiana,R,IN- R,1382841.02,353365.98,339504.0,13861.980000000003,125712.82,32124.179999999997,30864.0,1260.1800000000003,93588.64
64689,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,46260,IN - Indianapolis,35,88822.31,25829.49,21484.54,4344.950000000001,Indiana,R,IN- R,3108780.85,904032.15,751958.9,152073.25000000003,88822.31,25829.49,21484.54,4344.950000000001,62992.82000000001
64690,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,46260,IN - Indianapolis,11,77900.64,19762.82,16838.91,2923.91,Indiana,R,IN- R,856907.04,217391.02,185228.01,32163.01,77900.64,19762.82,16838.91,2923.91,58137.82
64949,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,47303,IN - Muncie,18,164815.28,29100.11,20842.06,8258.05,Indiana,R,IN- R,2966675.04,523801.98,375157.08,148644.9,164815.28,29100.11,20842.06,8258.05,135715.17
65161,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150100,ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,IN - Evansville,16,101108.88,19736.06,18995.06,741.0,Indiana,R,IN- R,1617742.08,315776.96,303920.96,11856.0,101108.88,19736.06,18995.06,741.0,81372.82
65162,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150100,ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,IN - Evansville,21,85120.1,17341.76,14164.76,3176.999999999998,Indiana,R,IN- R,1787522.1,364176.95999999996,297459.96,66716.99999999996,85120.1,17341.76,14164.76,3176.9999999999977,67778.34000000001
65290,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,IN,47905,IN - Lafayette,20,81105.4,16805.7,15822.9,982.8000000000011,Indiana,R,IN- R,1622108.0,336114.0,316458.0,19656.000000000022,81105.4,16805.7,15822.9,982.8000000000011,64299.7
65774,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227,IN - Indianapolis,14,115646.0,32325.57,16957.29,15368.279999999999,Indiana,R,IN- R,1619044.0,452557.98,237402.06,215155.91999999998,115646.0,32325.57,16957.29,15368.279999999999,83320.43000000001
65775,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227,IN - Indianapolis,12,96390.75,15606.25,14406.92,1199.33,Indiana,R,IN- R,1156689.0,187275.0,172883.04,14391.96,96390.75,15606.25,14406.92,1199.33,80784.5
65942,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,46123,IN - Indianapolis,11,128564.36,21904.0,15934.18,5969.82,Indiana,R,IN- R,1414207.96,240944.0,175275.98,65668.01999999999,128564.36,21904.0,15934.18,5969.819999999999,106660.36
65965,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278,IN - Indianapolis,17,54732.35,20384.59,19383.18,1001.4099999999999,Indiana,R,IN- R,930449.95,346538.03,329514.06,17023.969999999998,54732.35,20384.59,19383.18,1001.4099999999999,34347.759999999995
65966,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278,IN - Indianapolis,38,47419.47,16708.05,13530.89,3177.16,Indiana,R,IN- R,1801939.86,634905.9,514173.81999999995,120732.07999999999,47419.47,16708.05,13530.89,3177.16,30711.42
66192,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,IN,46845,IN - Fort Wayne,20,77944.8,17480.4,13432.3,4048.100000000002,Indiana,R,IN- R,1558896.0,349608.0,268646.0,80962.00000000004,77944.8,17480.4,13432.3,4048.100000000002,60464.4
66199,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,IN - Fort Wayne,21,135810.48,21425.38,14793.67,6631.710000000001,Indiana,R,IN- R,2852020.08,449932.98000000004,310667.07,139265.91000000003,135810.48,21425.38,14793.67,6631.710000000002,114385.1
66200,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,IN - Fort Wayne,23,95935.96,15340.52,14059.61,1280.9099999999999,Indiana,R,IN- R,2206527.08,352831.96,323371.03,29460.929999999997,95935.96,15340.52,14059.61,1280.9099999999999,80595.44
66268,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256,IN - Indianapolis,31,106732.06,21614.71,19258.26,2356.4500000000007,Indiana,R,IN- R,3308693.86,670056.01,597006.0599999999,73049.95000000003,106732.06,21614.71,19258.26,2356.4500000000007,85117.34999999999
66269,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256,IN - Indianapolis,20,97234.5,21933.8,14469.9,7463.9,Indiana,R,IN- R,1944690.0,438676.0,289398.0,149278.0,97234.5,21933.8,14469.9,7463.9,75300.7
66685,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,IA - Iowa City,21,85072.24,19941.29,17989.62,1951.670000000002,Iowa,R,IA- R,1786517.04,418767.09,377782.01999999996,40985.070000000036,85072.24,19941.29,17989.62,1951.6700000000017,65130.95
66686,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,IA - Iowa City,15,76192.53,16102.53,14949.67,1152.8600000000006,Iowa,R,IA- R,1142887.95,241537.95,224245.05,17292.90000000001,76192.53,16102.53,14949.67,1152.8600000000006,60090.0
66883,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803,IA - Davenport,19,86985.95,18139.21,15512.32,2626.8899999999994,Iowa,R,IA- R,1652733.05,344644.99,294734.08,49910.90999999999,86985.95,18139.21,15512.320000000002,2626.8899999999994,68846.74
67112,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,160057,GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,IA - Davenport,15,74971.47,20161.93,19028.47,1133.4599999999991,Iowa,R,IA- R,1124572.05,302428.95,285427.05000000005,17001.899999999987,74971.47,20161.93,19028.470000000005,1133.4599999999991,54809.54000000001
67288,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,IA - Iowa City,73,89360.29,27872.22,25815.55,2056.670000000002,Iowa,R,IA- R,6523301.17,2034672.06,1884535.15,150136.91000000015,89360.29,27872.22,25815.55,2056.670000000002,61488.06999999999
67289,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,IA - Iowa City,16,73545.5,23430.69,18619.38,4811.309999999998,Iowa,R,IA- R,1176728.0,374891.04,297910.08,76980.95999999996,73545.5,23430.69,18619.38,4811.309999999998,50114.81
67454,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,160064,MERCY MEDICAL CENTER-NORTH IOWA,1000 FOURTH STREET SW,MASON CITY,IA,50401,IA - Mason City,12,56013.83,20887.0,15071.08,5815.92,Iowa,R,IA- R,672165.96,250644.0,180852.96,69791.04000000001,56013.829999999994,20887.0,15071.08,5815.920000000001,35126.829999999994
67597,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,160069,MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,52001,IA - Dubuque,17,61123.59,17415.06,16779.53,635.5300000000025,Iowa,R,IA- R,1039101.0299999999,296056.02,285252.01,10804.010000000042,61123.59,17415.06,16779.53,635.5300000000025,43708.52999999999
67681,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,52403,IA - Cedar Rapids,11,42218.36,15881.27,14660.73,1220.5400000000009,Iowa,R,IA- R,464401.96,174693.97,161268.03,13425.94000000001,42218.36,15881.27,14660.73,1220.5400000000009,26337.09
67872,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,IA - Des Moines,11,131038.27,30786.18,29332.55,1453.630000000001,Iowa,R,IA- R,1441420.97,338647.98,322658.05,15989.930000000011,131038.27,30786.179999999997,29332.55,1453.630000000001,100252.09
67873,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,IA - Des Moines,32,104622.16,21791.19,18489.5,3301.6899999999987,Iowa,R,IA- R,3347909.12,697318.08,591664.0,105654.07999999996,104622.16,21791.19,18489.5,3301.6899999999987,82830.97
67874,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,IA - Des Moines,38,88459.16,17578.53,12883.63,4694.9,Iowa,R,IA- R,3361448.08,667984.1399999999,489577.93999999994,178406.19999999998,88459.16,17578.53,12883.63,4694.9,70880.63
68078,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE,DES MOINES,IA,50314,IA - Des Moines,16,75796.88,21709.56,19801.0,1908.5600000000013,Iowa,R,IA- R,1212750.08,347352.96,316816.0,30536.96000000002,75796.88,21709.56,19801.0,1908.5600000000013,54087.32000000001
68191,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,160104,UNITY POINT HEALTH TRINITY,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,IA - Davenport,15,77415.6,20184.27,19056.8,1127.4700000000012,Iowa,R,IA- R,1161234.0,302764.05,285852.0,16912.050000000017,77415.6,20184.27,19056.8,1127.4700000000012,57231.329999999994
68192,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,160104,UNITY POINT HEALTH TRINITY,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,IA - Davenport,12,80991.83,17318.58,13064.83,4253.750000000002,Iowa,R,IA- R,971901.96,207822.96000000002,156777.96,51045.00000000002,80991.83,17318.58,13064.83,4253.750000000002,63673.25
69021,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,170040,UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS,66160,MO - Kansas City,12,207520.75,55721.92,30503.58,25218.339999999997,Kansas,R,KS- R,2490249.0,668663.04,366042.96,302620.07999999996,207520.75,55721.920000000006,30503.58,25218.339999999997,151798.83
69022,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,170040,UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS,66160,MO - Kansas City,40,132593.78,27271.25,19139.5,8131.75,Kansas,R,KS- R,5303751.2,1090850.0,765580.0,325270.0,132593.78,27271.25,19139.5,8131.75,105322.53
69023,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,170040,UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS,66160,MO - Kansas City,42,121865.12,20810.4,15729.74,5080.660000000002,Kansas,R,KS- R,5118335.04,874036.8,660649.08,213387.72000000006,121865.12,20810.4,15729.74,5080.660000000002,101054.72
69347,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,170086,STORMONT VAIL HOSPITAL,1500 SW 10TH AVENUE,TOPEKA,KS,66604,KS - Topeka,13,82411.62,19216.62,18611.38,605.239999999998,Kansas,R,KS- R,1071351.06,249816.06,241947.94,7868.1199999999735,82411.62000000001,19216.62,18611.38,605.239999999998,63195.0
69348,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,170086,STORMONT VAIL HOSPITAL,1500 SW 10TH AVENUE,TOPEKA,KS,66604,KS - Topeka,11,86686.27,16839.0,13610.36,3228.6399999999994,Kansas,R,KS- R,953548.9700000001,185229.0,149713.96000000002,35515.03999999999,86686.27,16839.0,13610.360000000002,3228.6399999999994,69847.27
69503,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,170104,SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,MO - Kansas City,16,107029.56,16480.62,13835.12,2645.499999999998,Kansas,R,KS- R,1712472.96,263689.92,221361.92,42327.99999999997,107029.56,16480.62,13835.12,2645.499999999998,90548.94
69711,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,170122,"VIA CHRISTI HOSPITALS WICHITA, INC",929 NORTH ST FRANCIS STREET,WICHITA,KS,67214,KS - Wichita,34,80293.74,21074.62,19054.56,2020.0599999999977,Kansas,R,KS- R,2729987.16,716537.08,647855.04,68682.03999999992,80293.74,21074.62,19054.56,2020.0599999999977,59219.12
69909,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,170123,WESLEY MEDICAL CENTER,550 N HILLSIDE STREET,WICHITA,KS,67214,KS - Wichita,28,143582.11,21211.71,20226.71,985.0,Kansas,R,KS- R,4020299.0799999996,593927.88,566347.88,27580.0,143582.11,21211.71,20226.71,985.0,122370.4
69910,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,170123,WESLEY MEDICAL CENTER,550 N HILLSIDE STREET,WICHITA,KS,67214,KS - Wichita,15,120231.53,17564.33,16519.0,1045.3300000000017,Kansas,R,KS- R,1803472.95,263464.95,247785.0,15679.950000000026,120231.53,17564.33,16519.0,1045.3300000000017,102667.2
70305,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,170182,MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS,66209,MO - Kansas City,18,106786.33,23924.17,14699.78,9224.389999999998,Kansas,R,KS- R,1922153.94,430635.05999999994,264596.04000000004,166039.01999999996,106786.33,23924.17,14699.780000000002,9224.389999999998,82862.15999999999
70306,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,170182,MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS,66209,MO - Kansas City,19,80768.58,15455.26,14142.21,1313.050000000001,Kansas,R,KS- R,1534603.02,293649.94,268701.99,24947.95000000002,80768.58,15455.26,14142.21,1313.050000000001,65313.32000000001
70338,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,170183,KANSAS SURGERY & RECOVERY CENTER,2770 NORTH WEBB ROAD,WICHITA,KS,67226,KS - Wichita,24,39299.54,18090.33,15369.17,2721.1600000000017,Kansas,R,KS- R,943188.96,434167.92000000004,368860.08,65307.84000000004,39299.54,18090.33,15369.17,2721.1600000000017,21209.209999999995
70339,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,170183,KANSAS SURGERY & RECOVERY CENTER,2770 NORTH WEBB ROAD,WICHITA,KS,67226,KS - Wichita,24,34731.79,14970.79,13660.62,1310.17,Kansas,R,KS- R,833562.96,359298.96,327854.88,31444.08,34731.79,14970.79,13660.62,1310.17,19760.999999999996
70378,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,170185,SAINT LUKE'S SOUTH HOSPITAL,12300 METCALF AVENUE,OVERLAND PARK,KS,66213,MO - Kansas City,15,94581.33,21643.0,15606.2,6036.799999999999,Kansas,R,KS- R,1418719.95,324645.0,234093.0,90551.99999999999,94581.33,21643.0,15606.2,6036.799999999999,72938.33
70379,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,170185,SAINT LUKE'S SOUTH HOSPITAL,12300 METCALF AVENUE,OVERLAND PARK,KS,66213,MO - Kansas City,27,64113.41,15958.33,12946.15,3012.1800000000003,Kansas,R,KS- R,1731062.07,430874.91,349546.05,81328.86000000002,64113.41,15958.33,12946.15,3012.1800000000007,48155.08000000001
70426,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,170187,SALINA SURGICAL HOSPITAL,401 SOUTH SANTA FE AVENUE,SALINA,KS,67401,KS - Wichita,17,28484.41,14230.29,11505.47,2724.8200000000015,Kansas,R,KS- R,484234.97,241914.93000000002,195592.99,46321.940000000024,28484.41,14230.29,11505.47,2724.8200000000015,14254.119999999997
